x1	x2	x3
0.8560556306099392	0.277769973283011	0.15232480464538567
0.6183750378228392	0.5211894701484203	0.7868207929413954
0.2640254184793873	0.3690981824099311	0.02940167624600054
0.5015686207055655	0.6740202412580624	0.7618199425080885
0.9462906392873235	0.6122879007487733	0.4688440784322583
0.9727574537959657	0.28773350240362394	0.9283423530174263
0.3849690947903128	0.8139436971578943	0.8322093086292379
0.34090237344156393	0.3049574520988412	0.709727269721878
0.688579676867796	0.03177527850253914	0.3566134753715897
0.2053071186030181	0.3710506117615243	0.07143800224439267
0.010761301592218886	0.1200365655919109	0.03477711184443799
0.0031357551979777076	0.030168252705060516	0.3301902253832497
0.16815086445899852	0.35240351689623195	0.5702068640649685
0.1366953307621963	0.8157364314813521	0.5201342034094786
0.6238799930374054	0.21826684664890372	0.7123839515387691
0.6095276416274997	0.913531974312172	0.9486047189580157
0.9489385530039343	0.47047400985922583	0.4334100700641801
0.08751303173336278	0.2771381489492465	0.008494405032762886
0.6061750031394737	0.7723467866803343	0.40845792526691804
0.08932533241145091	0.2839296251000627	0.15586667819724787
0.5799718134099865	0.5506314437265867	0.9786740569741171
0.5283646963646355	0.10738816809276586	0.019742057698777682
0.04258836065409932	0.5266774211815708	0.5352756435955472
0.7304919581494037	0.40898529437362774	0.1980694396170385
0.6492476734085719	0.820015808378464	0.3200183552446809
0.8722928795642039	0.46475809617849584	0.8043779128137926
0.019026073707107405	0.06825455629624944	0.4453666625771665
0.3503428403751381	0.30658074906305044	0.5827447163103058
0.8402854120786376	0.45847841645654097	0.4668477803942416
0.4286306223860056	0.6168399480846528	0.5311089339370044
0.6178313281470296	0.5882604179442837	0.6018778732341312
0.420722362293227	0.9396755710582957	0.03617507941253406
0.7847958142561802	0.06844689129390269	0.9873691499375683
0.9642418692155854	0.8804213145865913	0.5579763920692622
0.06970135340069528	0.8578800249601973	0.6584992312118424
0.059651556968404296	0.02963872999606254	0.5891155992871465
0.09876975987033498	0.250741258091685	0.48076796277557354
0.9787752402938499	0.09169467976762924	0.18231905324205866
0.7831893887575002	0.46210400006984387	0.9778075612072675
0.12076929499259281	0.2718239000290329	0.45882150976866776
0.9778404510206518	0.0996271904223851	0.5959721623872133
0.2577867270711913	0.33253728327352816	0.8717289516783793
0.2967704008733306	0.16009081301583483	0.6457684264452436
0.23125657559402235	0.3767117874598048	0.6658908883331005
0.1665467689575959	0.44290948454934154	0.7734983854881365
0.2127052968208385	0.7231628128737971	0.7129414403941251
0.6856186265149941	0.48955895580698416	0.29368748279423684
0.46869259500223226	0.34667994852523487	0.6658393207318888
0.9282668810810586	0.21861344780184933	0.861319141333249
0.21353628626371046	0.29924613784594967	0.4499158354339996
0.31218263308517813	0.2536721141334113	0.11794045472743031
0.6688552430826341	0.9800516338527988	0.9645284506492151
0.37260198357884045	0.0712070033612362	0.8979023693838616
0.8425362647196458	0.06552192909991916	0.17052130913161756
0.5553201073653945	0.8968299204542076	0.3438562950122117
0.406918221174964	0.3938653350535768	0.9490425050348624
0.8354239002593092	0.9859996042438508	0.1178800963615877
0.23375031850078754	0.45743389842853355	0.6926321614490397
0.33795835509561567	0.23055925104290187	0.7240789159800224
0.8144131643921846	0.5233645430783143	0.026408914803967565
0.024812552568286184	0.8081037395287649	0.5150243636886657
0.5286672916631299	0.7212273225091023	0.4918994793949032
0.2092651585591786	0.016239885258175324	0.8764071342953988
0.4094458120246487	0.16234217829963937	0.8805882970812786
0.875697537600108	0.33418166508728886	0.3652782387918424
0.2852318706038365	0.08580636286652521	0.7500439888458621
0.5771715636263229	0.9013111446983404	0.2527470558009395
0.3570742474507477	0.9752787188753101	0.6390269528580765
0.6873509535611938	0.357928856018483	0.785072927789692
0.14596343953964286	0.25782655272232724	0.38977038307252965
0.6389520133962459	0.9682288032444847	0.6820814178401294
0.7728529270831357	0.7589460317970312	0.9056275814909258
0.5411498574690855	0.4035782327819918	0.5029846967755293
0.5093079936662349	0.10033027886755175	0.44269742102504284
0.5159577900936199	0.9351743692557155	0.53622737580404
0.9337224857183188	0.12320740615389125	0.12561699523543246
0.44974020575700024	0.5646905666599085	0.5621779254160776
0.42675723587833303	0.8030230033446109	0.16550361973655092
0.26519127014656285	0.770612656582141	0.30601528492427765
0.3616287215924979	0.3216616577720912	0.7438100689189491
0.599463337124738	0.17869765316973585	0.49451365233185574
0.3453278162636214	0.7722458097576171	0.7253395003766359
0.8125420355476997	0.8152342623059539	0.4474332929012206
0.12900936220646442	0.5179317618399306	0.025294197279431052
0.121660284323442	0.13039610586162176	0.0034827359943091496
0.5584088830139878	0.4517789007523648	0.3041722079608308
0.4384748733621944	0.11195881005345432	0.7876763150981809
0.09578945379050618	0.6672025738705171	0.7162266949976012
0.9997649693783498	0.8860555024753526	0.2433983543705085
0.896837183376057	0.9892991937698603	0.6291306072710579
0.2053180774667167	0.5703545009618679	0.35230942901499485
0.6671037747219617	0.36349915703247926	0.46596447989754475
0.779821435908568	0.09089218035271829	0.08620166070313351
0.34081169493131014	0.5600688092616118	0.5107597780944682
0.5954970037346791	0.21266004728972276	0.0028942874166187904
0.04692605810146089	0.4761149220823342	0.912708412443745
0.4534933323143173	0.9828075751945521	0.231702657053393
0.4056137303638421	0.9396135606624878	0.5389183906968998
0.7988878930375538	0.9832518047238217	0.8291389119243547
0.8907711091492678	0.40988808027826285	0.13325335032048102
0.7313356215148659	0.8229561708228296	0.7570679011484803
0.3538803313365514	0.15199030260276314	0.3006441779806148
0.25448785700945376	0.6207724186374429	0.9211320616505912
0.28362787129511136	0.07373612215808578	0.054430119784748765
0.2049997453350444	0.7669331404537537	0.5477752129022535
0.8951149081445384	0.27434450975088187	0.8471295313060007
0.11515553944931067	0.5207702324783591	0.28903153055659714
0.4265237127460316	0.6385128376331186	0.9566192721560746
0.4717069643547036	0.14713769602878857	0.8894256220792535
0.10868566545243907	0.7192528345905069	0.7288664206301013
0.22839432144435756	0.20444142750621708	0.8502904007624287
0.876781408838614	0.5667956872349375	0.5139193626665882
0.4700133600026867	0.3482158491911169	0.05553280023497731
0.7144916713844095	0.28961151342286773	0.014332675845077691
0.51661070952525	0.9205216257155473	0.3660784724611257
0.25221222432047297	0.9305504774614277	0.40037094669946405
0.5834970147774837	0.14578003003318996	0.33955583705577197
0.43831972073734016	0.5269149012087497	0.8135100061407565
0.9256080424033865	0.24354840147243184	0.8238418055183538
0.8573661933253562	0.8798522689367603	0.6621133288876732
0.8206214251838679	0.7275158587204174	0.5777861456107484
0.7752439813529999	0.8749249433034554	0.11906488529772408
0.33928542662629957	0.32765547575527665	0.0670943072654896
0.292729675198394	0.005416360928062081	0.9710700039242529
0.15705234636625598	0.5536816688611166	0.7488300242018199
0.6157673804844881	0.1428547789726604	0.6733623740345074
0.43161728506491914	0.4635714986197058	0.9210982484157828
0.9850734948580011	0.2759793853027026	0.599983267132127
0.5533137079531513	0.22256364500404813	0.5773838119071332
0.3029680843655931	0.36394375313035765	0.17311063953843964
0.47298925758944044	0.2388954258035113	0.7766411197908297
0.7958857015212516	0.25255031421733476	0.3901000333945539
0.009955625091105924	0.5989484609880057	0.2593781284908949
0.1366130713962902	0.4001638206528041	0.8817149936990555
0.19401130200151395	0.553400341240109	0.055745455290746926
0.48021700967855707	0.9207248534646201	0.23958245482046225
0.15218845843868511	0.4011840910093044	0.724959083165516
0.17893178608086735	0.7612951338353794	0.41627467219089365
0.7580880119352792	0.7768297953335819	0.7290720437234243
0.19233153161643712	0.38240708096661336	0.7195274248699248
0.7213632881959473	0.6182346143180415	0.8435514905077861
0.32705973324209525	0.7845461447732596	0.8602412519962174
0.573690768278844	0.9370941695825133	0.1328037455379053
0.068588046760101	0.3388277109007284	0.4468497792749264
0.13230651555583917	0.6533732890189535	0.18259035533780943
0.4904125522483921	0.23859384975436337	0.09304927121918216
0.910424305019757	0.785157352620952	0.050090942887306866
0.16497993493533636	0.16098558124619022	0.806920137483957
0.44595698498137426	0.6119181575580237	0.21814448104162842
0.6230446400083637	0.319261146311578	0.35249449061364935
0.22975746124166396	0.36233571075817106	0.630648944413465
0.414917244679632	0.38603765971418424	0.0013770419707864745
0.7378493839748439	0.06015684224931539	0.4305178841076498
0.28002969138914935	0.6148682448088127	0.7009709710681828
0.3626706210548817	0.7044881137408229	0.4796224078450093
0.40605020357103316	0.4479545444891523	0.022055013453484373
0.43008495696659166	0.6890626990700239	0.39669471018743996
0.18605333593874473	0.2243747068458566	0.36123282733220685
0.680470819396426	0.30113178243293226	0.6832258614171718
0.8788168345242835	0.18070256721758216	0.003454720724143767
0.5738706962951307	0.17537879432992431	0.7500825459043751
0.9372974558636397	0.7271077653377557	0.10563911409696614
0.3511282431010536	0.23708940937346723	0.03473941783356016
0.2714828689446809	0.6383962447125902	0.42773004859608266
0.37230733868598687	0.48482429238487845	0.26111354063771697
0.5122256422861241	0.3025971440343407	0.8334005137716215
0.19430779752316973	0.3067671351794863	0.6003852459885144
0.9500000778780026	0.607919611563366	0.44163795399629047
0.812270293092547	0.10359427241059727	0.11597216211294736
0.8355212120255704	0.6937806624130453	0.4676334181586774
0.43471485844178603	0.7790283601843809	0.12015310074539809
0.3845411364100403	0.6874499478962243	0.6439321703313778
0.7325770808398193	0.9488618141169071	0.4112404890542505
0.5181874848681189	0.6550942130901899	0.49931537049499297
0.2636904752247655	0.9873903489235883	0.17209915236176987
0.5689731649624143	0.14058054842361623	0.6634341265820587
0.9402017860861627	0.9349131989235752	0.06991355358719564
0.5506297430026703	0.9186710019228724	0.4056799027446125
0.4929539149854445	0.7968207156012582	0.496906557260415
0.2480090329194764	0.6598267324684902	0.5433865984881225
0.7170428028511828	0.9000119386886826	0.4883705179021265
0.3808107413316756	0.4917127854466571	0.3964021796839693
0.7309522435537762	0.42981081623138506	0.8384512211994947
0.0919336402571087	0.05107110046533492	0.22155713092394014
0.10686215599908344	0.37095518313294307	0.8419722243450091
0.215255945423939	0.28923939537945076	0.17724517971848253
0.28501655783096946	0.5837475284334036	0.26938650629522043
0.5342144307260205	0.7461110480866024	0.06837040180616216
0.9325745776935331	0.8787234971577166	0.45528025529290617
0.03372303935922949	0.08814823858363663	0.15587918224455222
